,artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
4901,Vincent van Gogh,1890,landscape,2513.0,1936.0,3989208.0,wikiart,Post-Impressionism,Landscape with Bridge across the Oise,train_and_test,True,11217.jpg
4902,William-Adolphe Bouguereau,1885,allegorical painting,1857.0,2619.0,1936179.0,wikiart,Neoclassicism,Love`s Resistance,train_and_test,True,73174.jpg
4952,Pietro Perugino,1495,religious painting,1986.0,2433.0,621824.0,wikiart,,Madonna and Child with St. Catherine and St. Rosa,train_and_test,True,70800.jpg
4984,Gerard David,c.1503,religious painting,2536.0,1898.0,594896.0,wikiart,Northern Renaissance,The Marriage at Cana,train_and_test,True,87086.jpg
5013,Vincent van Gogh,1885,portrait,1765.0,2717.0,1543821.0,wikiart,Realism,Head of a Peasant Woman with Greenish Lace Cap,train_and_test,False,2168.jpg
5018,Oleksandr Bogomazov,1911,landscape,2234.0,2146.0,4800977.0,wikiart,Post-Impressionism,Landscape with red houses,train_only,True,30240.jpg
5047,Salvador Dali,1945,genre painting,2984.0,1600.0,3570435.0,wikiart,Surrealism,Autumn Sonata,train_and_test,True,39868.jpg
5056,Ivan Bilibin,1909.0,design,1782.0,2676.0,10601119.0,wikiart,Art Nouveau (Modern),"Costume design for the Opera, The Golden Cockerel, by Nikolai Rimsky-Korsakov ",train_and_test,True,65194.jpg
5097,Childe Hassam,1917,cityscape,1581.0,3000.0,1391258.0,wikiart,Impressionism,The Avenue in the Rain,train_and_test,True,37140.jpg
5117,William-Adolphe Bouguereau,1896,portrait,1783.0,2654.0,549477.0,wikiart,Realism,Vocation,train_and_test,False,37208.jpg
5122,Le Nain brothers,,religious painting,1580.0,2991.0,497547.0,wikiart,Baroque,Saint Michael dedicating his weapons to the Virgin,train_and_test,True,71562.jpg
5132,Pierre Bonnard,1924,nude painting (nu),1964.0,2404.0,657491.0,wikiart,Intimism,Nude Washing Feet in a Bathtub,train_and_test,True,59713.jpg
5232,Jusepe de Ribera,1628,religious painting,2024.0,2306.0,170921.0,wikiart,Tenebrism,The Martyrdom of St. Andrew,train_and_test,True,5251.jpg
5252,Jacob Jordaens,,mythological painting,2528.0,1840.0,1769498.0,wikiart,Baroque,Lapiths and the Centaurs,train_and_test,True,83055.jpg
5316,David Kakabadze,1924,abstract,2442.0,1891.0,1202238.0,wikiart,Abstract Art,composition,train_only,True,79821.jpg
5374,Gerard David,c.1481,religious painting,3000.0,1527.0,3087234.0,wikiart,Northern Renaissance,Christ Nailed to the Cross,train_and_test,False,10764.jpg
5377,Allan Ramsay,,portrait,1738.0,2635.0,3827865.0,wikiart,Rococo,Queen Charlotte ,train_and_test,True,93779.jpg
5447,Guido Reni,1621,quadratura,2367.0,1915.0,1370690.0,wikiart,Baroque,Christ in Glory between the angels and archangels,train_and_test,True,52776.jpg
5456,Pietro Perugino,1500,religious painting,1688.0,2684.0,454955.0,wikipedia,High Renaissance,Madonna with Child,train_and_test,False,80849.jpg
5460,Thomas Eakins,1866,sketch and study,2404.0,1883.0,1151771.0,wikiart,Realism,Illustrated letter written  to his family,train_and_test,False,101204.jpg
5484,Le Nain brothers,,genre painting,2334.0,1934.0,477896.0,wikiart,Baroque,Small card players,train_and_test,True,89734.jpg
5493,Francisco de Zurbaran,c.1645,religious painting,1576.0,2859.0,185109.0,wikiart,Baroque,St. Francis,test_only,False,74362.jpg
5515,Albrecht Durer,1525,illustration,2452.0,1834.0,4222800.0,wikiart,Northern Renaissance,Traumgesicht. Dürer dokumentiert einen seiner Albträume,train_and_test,False,34364.jpg
5564,Dante Gabriel Rossetti,1850,allegorical painting,2007.0,2227.0,1335820.0,wikiart,Romanticism,A Parable of Love,train_and_test,False,54945.jpg
5602,Maurice Quentin de La Tour,,portrait,1851.0,2403.0,527093.0,wikiart,Rococo,Abbot Jean Jacques Huber,train_and_test,True,14473.jpg
5613,Caspar David Friedrich,1807,landscape,2560.0,1736.0,1234836.0,wikiart,Romanticism,The summer,train_and_test,True,38794.jpg
5633,Guido Reni,1634,religious painting,1879.0,2359.0,584696.0,wikiart,Baroque,Saint Paul,train_and_test,True,69796.jpg
5649,Claude Monet,1872,genre painting,2346.0,1885.0,1117530.0,wikiart,Impressionism,The Garden,train_and_test,False,57835.jpg
5692,William-Adolphe Bouguereau,1890,portrait,1908.0,2304.0,953831.0,wikiart,Realism,Portrait of Gabrielle Cot,train_and_test,True,31681.jpg
5729,Jean-Michel Basquiat,1986.0,figurative,2286.0,1917.0,775734.0,wikiart,Neo-Expressionism,Jim Crow,train_and_test,True,97931.jpg
5736,Claude Monet,1878,landscape,2399.0,1826.0,991614.0,wikiart,Impressionism,The Seine at Lavacourt,train_and_test,True,22486.jpg
5814,Koloman Moser,1915,poster,2262.0,1914.0,2838086.0,wikiart,Art Nouveau (Modern),Draft for a war charity brand,train_and_test,True,93211.jpg
5823,Hiroshige,,landscape,2436.0,1775.0,934880.0,wikiart,Ukiyo-e,Mountains in the snow,train_and_test,True,6752.jpg
5831,Vincent van Gogh,1882,landscape,2660.0,1624.0,3841212.0,wikiart,Realism,Iron Mill in The Hague,train_and_test,True,20597.jpg
5896,Alfred Sisley,1872,cityscape,2560.0,1674.0,511815.0,wikiart,Impressionism,Langland Bay,train_and_test,True,55137.jpg
5939,Rodolfo Arico,,abstract,2463.0,1731.0,868628.0,wikiart,Minimalism,Untitled,train_and_test,True,40848.jpg
5956,Albrecht Durer,1507,religious painting,1275.0,3336.0,383541.0,wikiart,Northern Renaissance,Adam,train_and_test,False,19311.jpg
5985,John French Sloan,1949,genre painting,1796.0,2361.0,704369.0,wikiart,New Realism,"Monument in the Plaza, New York",train_and_test,True,1800.jpg
5990,Gustave Caillebotte,1893,flower painting,1851.0,2289.0,854403.0,wikiart,Impressionism,White and Yellow Chrysanthemums,train_and_test,True,7330.jpg
5995,Vasile Kazar,1987.0,illustration,1770.0,2392.0,1039874.0,wikiart,Expressionism,Window Towards Insomnia (5),train_and_test,True,13458.jpg
6005,Maurice Quentin de La Tour,,portrait,1772.0,2386.0,792611.0,wikiart,Rococo,Nymph followed by Apollo,train_and_test,True,18106.jpg
6006,Jan Steen,1670,genre painting,1860.0,2272.0,694496.0,wikiart,Baroque,Return of the prodigal son,train_and_test,False,82780.jpg
6008,Gustave Dore,,illustration,2305.0,1833.0,1598351.0,wikiart,Romanticism,"The Inferno, Canto 7",train_and_test,False,26311.jpg
6009,Henri Matisse,1906,portrait,2275.0,1857.0,716104.0,wikipedia,Expressionism,"The Reader, Marguerite Matisse ",train_and_test,True,86809.jpg
6020,Albrecht Durer,1521,sketch and study,2560.0,1648.0,721356.0,wikiart,Northern Renaissance,"Studies on a great ""picture of the Virgin""   Madonna and Child, saints and angels playing",train_and_test,True,24968.jpg
6042,Jean-Michel Basquiat,1982.0,figurative,1841.0,2285.0,737931.0,wikiart,Neo-Expressionism,Santo versus Second Avenue ,train_and_test,True,74181.jpg
6047,Jacob Jordaens,1644,mythological painting,2564.0,1640.0,835600.0,wikiart,Baroque,Love of Cupid and Psyche,train_and_test,True,79080.jpg
6122,Dante Gabriel Rossetti,1865,portrait,1785.0,2332.0,820597.0,wikiart,Romanticism,The Twig,train_and_test,True,83944.jpg
6128,Maurice Quentin de La Tour,,portrait,1739.0,2392.0,589266.0,wikiart,Rococo,Gabriel Bernard de Rieux,train_and_test,False,81294.jpg
6165,William Hogarth,1740,portrait,1576.0,2629.0,211759.0,wikiart,Rococo,Portrait of Captain Coram,train_and_test,False,2761.jpg
6310,Albrecht Durer,,portrait,1576.0,2586.0,448708.0,wikiart,Northern Renaissance,Portrait Donors,train_and_test,True,35858.jpg
6349,Guido Reni,1621,mythological painting,1864.0,2175.0,627669.0,wikiart,Baroque,Bacchus and Ariadne,train_and_test,True,31995.jpg
6410,Gustave Dore,,illustration,2264.0,1777.0,1485427.0,wikiart,Romanticism,"The Inferno, Canto 33",train_and_test,True,32955.jpg
6443,Pierre-Paul Prud'hon,,portrait,1744.0,2298.0,265063.0,wikiart,Romanticism,Portrait of a woman with her child,train_and_test,True,63909.jpg
6467,Pablo Picasso,1903,portrait,1796.0,2227.0,656108.0,wikiart,Expressionism,Portrait of seniora Soler (Girl in a chemise),train_and_test,True,59233.jpg
6502,Frida Kahlo,1947.0,self-portrait,1691.0,2356.0,1437487.0,wikiart,Naïve Art (Primitivism),Self Portrait with Loose Hair,train_and_test,True,55062.jpg
6503,Vincent van Gogh,1890,landscape,1765.0,2257.0,1310182.0,wikiart,Post-Impressionism,Chestnut Tree in Blossom,train_and_test,True,67338.jpg
6536,Paul Delvaux,1938.0,genre painting,2163.0,1833.0,950936.0,wikiart,Surrealism,The sleepy town ,train_and_test,True,97527.jpg
6573,Utagawa Kuniyoshi,,portrait,1665.0,2371.0,941676.0,wikiart,Ukiyo-e,Kaji of Gion holding a fan,train_and_test,True,24797.jpg
6686,Thomas Eakins,,sketch and study,1683.0,2323.0,676482.0,wikipedia,Realism,Head of a Warrior ,train_and_test,True,29703.jpg
6742,William Blake,1820,illustration,1777.0,2183.0,801893.0,wikiart,Symbolism,Illustration to Milton`s Comus ,train_and_test,True,40095.jpg
6753,Guido Reni,1606,religious painting,1593.0,2433.0,532236.0,wikiart,Baroque,David with the head of Goliath,train_and_test,True,76234.jpg
6862,Jean-Michel Basquiat,1982.0,figurative,1809.0,2114.0,817786.0,wikiart,Neo-Expressionism,Black Tar and Feathers,train_and_test,False,60311.jpg
6909,Pietro Perugino,1483,religious painting,1124.0,3387.0,660179.0,wikiart,Early Renaissance,Pope Antero,train_and_test,True,46905.jpg
6970,Childe Hassam,,landscape,1961.0,1925.0,512901.0,wikiart,Impressionism,Gloucester Harbor,train_and_test,True,37557.jpg
6980,Bernhard Strigel,1515,,1738.0,2171.0,6655145.0,wikiart,,Portrait of Emperor Maximilian and His Family ,train_only,True,20036.jpg
6988,Henri-Edmond Cross,c.1899,landscape,2178.0,1731.0,1356281.0,wikiart,Pointillism,Landscape,train_and_test,True,56271.jpg
7004,Gustave Caillebotte,c.1882,still life,2225.0,1691.0,817845.0,wikiart,Impressionism,Fruit Displayed on a Stand,train_and_test,False,40512.jpg
7005,Thomas Gainsborough,1760,portrait,1576.0,2387.0,280117.0,wikiart,Rococo,Portrait of Ann Ford (later Mrs. Thicknesse),train_and_test,True,37953.jpg
7053,Bartolome Esteban Murillo,1665,religious painting,1570.0,2384.0,442330.0,wikiart,Baroque,Santa Rufina,train_and_test,True,47722.jpg
7109,Honore Daumier,1855,genre painting,1576.0,2361.0,391932.0,wikiart,Impressionism,In the Street,train_and_test,True,82696.jpg
7114,Utagawa Kuniyoshi,,portrait,1587.0,2344.0,933122.0,wikiart,Ukiyo-e,Women,train_and_test,True,55491.jpg
7128,Gustave Caillebotte,c.1886,landscape,1690.0,2199.0,851184.0,wikiart,Impressionism,Sunflowers on the Banks of the Seine,train_and_test,True,516.jpg
7181,Gustave Caillebotte,c.1892,self-portrait,1686.0,2193.0,696269.0,wikiart,Impressionism,Self-Portrait,train_and_test,True,63456.jpg
7199,Georgia O'Keeffe,,flower painting,2025.0,1822.0,191326.0,wikiart,Precisionism,Jimson Weed 3,train_and_test,True,31498.jpg
7207,Salvador Dali,1934,symbolic painting,1648.0,2237.0,614053.0,wikiart,Surrealism,The Ghost of Vermeer van Delft which Can Be Used as a Table,train_and_test,True,8110.jpg
7216,David Kakabadze,1924,abstract,1670.0,2205.0,1442060.0,wikiart,Abstract Art,Constructive-decorative composition,train_only,True,16366.jpg
7287,Giorgio de Chirico,1926,allegorical painting,1682.0,2171.0,374901.0,wikiart,Metaphysical art,The Two Masks,train_and_test,True,80913.jpg
7330,Lucas Cranach the Elder,c.1515,religious painting,1576.0,2308.0,380126.0,wikiart,Northern Renaissance,Judith,train_and_test,True,85481.jpg
7341,Francesco Hayez,c.1860,portrait,1576.0,2304.0,306631.0,wikiart,Romanticism,Portrait of Conte Baglioni,train_only,True,37197.jpg
7350,Pablo Picasso,1906,nude painting (nu),1477.0,2454.0,643201.0,wikiart,Expressionism,Two nude women,train_and_test,False,33415.jpg
7386,St. Barbara,1438,religious painting,1256.0,2870.0,424778.0,wikiart,Northern Renaissance,Werl Altarpiece,test_only,False,62908.jpg
7434,Ferdinand Hodler,1915,portrait,1634.0,2196.0,3744613.0,wikiart,Art Nouveau (Modern),Portrait of General Ulrich Wille,train_and_test,False,79203.jpg
7448,Edouard Manet,1872,still life,2090.0,1712.0,647939.0,wikiart,Realism,Bouquet of violets,train_and_test,False,15383.jpg
7499,Claude Monet,1882,landscape,2200.0,1617.0,2019550.0,wikiart,Impressionism,Fisherman's Cottage at Varengeville,train_and_test,True,14191.jpg
7529,Ferdinand Hodler,1904,landscape,2100.0,1688.0,1943796.0,wikiart,Post-Impressionism,Lake Thun from Lessig,train_and_test,True,69054.jpg
7585,Nicolae Grigorescu,,cityscape,1576.0,2236.0,347097.0,wikipedia,Realism,Catholic Church in Cimpulung,train_and_test,True,66824.jpg
7619,David Kakabadze,1924,abstract,1665.0,2109.0,1004196.0,wikiart,Abstract Art,Constructive-decorative composition,train_only,True,60334.jpg
7749,Ilya Mashkov,,still life,2062.0,1674.0,1921340.0,wikiart,Fauvism,Still Life,train_and_test,True,82992.jpg
7838,Limbourg brothers,,illustration,1576.0,2171.0,548331.0,wikiart,International Gothic,Scene Adoration of the Magi,train_and_test,True,14212.jpg
7842,William-Adolphe Bouguereau,1902,portrait,1477.0,2315.0,682070.0,wikiart,Realism,The younger brother,train_and_test,True,24508.jpg
7889,Paul Cezanne,1877,cityscape,2024.0,1683.0,487430.0,wikiart,Impressionism,Orchard in Pontoise,train_and_test,True,32334.jpg
7967,Albrecht Durer,,religious painting,1576.0,2148.0,509372.0,wikiart,Northern Renaissance,Holy Family,train_and_test,False,76627.jpg
7970,Sandro Botticelli,,religious painting,2745.0,1233.0,917509.0,wikiart,Early Renaissance,Santa Maria Novella,train_and_test,True,72552.jpg
8001,Joshua Reynolds,,portrait,1686.0,2000.0,821468.0,wikiart,Rococo,Portrait of Mary Barnardiston,train_and_test,False,76040.jpg
8121,Pieter Claesz,1647.0,still life,2100.0,1588.0,1279523.0,wikiart,Baroque,"Still Life with Herring, Wine and Bread",train_and_test,True,36954.jpg
8148,Shitao,1691.0,landscape,2594.0,1282.0,1211750.0,wikiart,Ink and wash painting,I went through all the fabulous mountains and I fixed the sketch,train_and_test,True,58937.jpg
8153,Pierre-Auguste Renoir,1885,genre painting,1398.0,2378.0,326552.0,wikiart,Impressionism,Girl with a Hoop,train_and_test,True,89728.jpg
8159,John Constable,1811,landscape,2024.0,1642.0,289125.0,wikiart,Romanticism,Boats on the Stour,train_and_test,True,76299.jpg
8210,Max Liebermann,1910,portrait,1629.0,2031.0,3386793.0,wikiart,Impressionism,Franz Adickes,train_and_test,False,50574.jpg
8223,Frans Hals,c.1625,portrait,1804.0,1832.0,2929273.0,wikiart,Baroque,Laughing boy,train_and_test,True,62687.jpg
8247,Sir Lawrence Alma-Tadema,1868,genre painting,3051.0,1081.0,561766.0,wikiart,Romanticism,Pompeian Scene or The Siesta,train_and_test,True,29269.jpg
8258,Eugene Boudin,,marina,2172.0,1517.0,2179509.0,wikiart,Impressionism,Untitled,train_and_test,True,82738.jpg
8260,Matthias Grünewald,c.1500,portrait,1680.0,1961.0,1657998.0,wikiart,Northern Renaissance,Coburg Panel,train_and_test,True,3267.jpg
8289,Gustave Courbet,c.1862,landscape,2024.0,1624.0,325306.0,wikiart,Realism,Rocky Landscape,train_and_test,True,30169.jpg
8291,Edgar Degas,1872,genre painting,2083.0,1578.0,552426.0,wikiart,Impressionism,Racehorses before the Stands,train_and_test,True,29248.jpg
8362,Jean-Michel Basquiat,1983.0,,2085.0,1567.0,530523.0,wikiart,Neo-Expressionism,False,train_and_test,True,60393.jpg
8392,Jacek Malczewski,,mythological painting,1638.0,1989.0,2177215.0,wikiart,Art Nouveau (Modern),Bacchante (Portrait of Maria Bal),train_and_test,True,46081.jpg
8438,Vladimir Borovikovsky,1813,portrait,1623.0,2000.0,421469.0,wikiart,Rococo,Portrait of S. A. Rayevskaya,train_and_test,False,27418.jpg
8490,Henri Rousseau,c.1899,marina,2017.0,1603.0,1116399.0,wikiart,Naïve Art (Primitivism),The storm tossed vessel,train_and_test,False,93208.jpg
8523,Giorgio de Chirico,1938,allegorical painting,1554.0,2076.0,452439.0,wikiart,Metaphysical art,The Mysterious Bath,train_and_test,True,45165.jpg
8614,Sir Lawrence Alma-Tadema,1885,genre painting,2455.0,1307.0,160107.0,wikiart,Romanticism,A Reading from Homer,train_and_test,True,36010.jpg
8620,Ivan Nikitin,1741,portrait,1635.0,1961.0,1185738.0,wikiart,Baroque,"Crown princess Elizabeth, the future empress",train_only,True,82470.jpg
8657,Shitao,1707.0,flower painting,1226.0,2608.0,707287.0,wikiart,Ink and wash painting,The Lotus,train_and_test,False,47499.jpg
8661,Konstantinos Volanakis,,landscape,2000.0,1598.0,1925378.0,wikiart,Impressionism,In the garden ,train_and_test,True,25900.jpg
8759,El Greco,c.1613,religious painting,1256.0,2526.0,353212.0,wikiart,Mannerism (Late Renaissance),St. Peter,train_and_test,True,88500.jpg
8981,August Macke,1913,genre painting,1576.0,1985.0,358284.0,wikiart,Orphism,People at the blue lake,train_and_test,True,100919.jpg
9001,Adriaen van Ostade,1653,interior,2000.0,1562.0,674006.0,wikiart,Baroque,A Tavern Interior with Peasants Drinking Beneath a Window,train_and_test,False,88847.jpg
9004,Vincent van Gogh,1888,marina,2001.0,1561.0,443153.0,wikiart,Post-Impressionism,Fishing boats on the Beach at Les Saintes-Maries-de-la-Mer,train_and_test,False,86923.jpg
9023,Romul Nutiu,2011.0,abstract,1617.0,1930.0,2247562.0,wikiart,Tachisme,Incandescent Rain,train_only,True,97399.jpg
9043,Balthus,1986,nude painting (nu),1586.0,1965.0,529855.0,wikiart,Expressionism,Nude with a Guitar,test_only,False,41952.jpg
9078,Giovanni Battista Tiepolo,c.1736,mythological painting,2024.0,1536.0,253582.0,wikiart,Rococo,Jupiter and Danae,train_and_test,False,89318.jpg
9171,William Turner,,marina,2045.0,1510.0,444006.0,wikiart,Romanticism,"The Grand Canal, Venice, engraved by William Miller",train_and_test,False,35772.jpg
9172,Robert Julian Onderdonk,,landscape,1913.0,1614.0,627626.0,wikiart,Impressionism,Untitled,train_and_test,True,42522.jpg
9173,Moise Kisling,,portrait,1484.0,2080.0,371861.0,wikiart,Post-Impressionism,Portrait of Renee Kisling,train_and_test,True,91747.jpg
9204,Gustave Courbet,,flower painting,1540.0,2000.0,757392.0,wikiart,Realism,Bouquet of flowers,train_and_test,True,41881.jpg
9229,Vladimir Borovikovsky,,portrait,1537.0,2000.0,967229.0,wikiart,Rococo,Portrait of Olga Filippova Kuzminichna,train_and_test,True,87416.jpg
9235,Aubrey Beardsley,,genre painting,1478.0,2079.0,907675.0,wikiart,Art Nouveau (Modern),Singer,train_and_test,True,93707.jpg
9255,Fernand Leger,1946.0,abstract,1951.0,1573.0,539518.0,wikiart,Purism,New York good-bye,train_and_test,True,25000.jpg
9276,Fernand Leger,1948.0,genre painting,1962.0,1562.0,595548.0,wikiart,Naïve Art (Primitivism),The acrobat and his partner,train_and_test,True,97045.jpg
9308,Camille Corot,1837,portrait,1576.0,1941.0,323304.0,wikiart,Romanticism,"Portrait of Louise Claire Sennegon, future Madame Charmois",train_and_test,True,36789.jpg
9345,Kitagawa Utamaro,,portrait,1424.0,2144.0,1638765.0,wikiart,Ukiyo-e,Courtesan Karakot,train_and_test,True,80614.jpg
9393,Romul Nutiu,2002.0,figurative,1930.0,1578.0,1049429.0,wikiart,Tachisme,Waterfall IV,train_only,True,91562.jpg
9409,Francisco de Zurbaran,c.1638,religious painting,1256.0,2421.0,144258.0,wikiart,Baroque,Angel with Incense,test_only,False,93926.jpg
9439,Pierre-Paul Prud'hon,,allegorical painting,2024.0,1500.0,370988.0,wikiart,Neoclassicism,Triumph of Bonaparte and Peace (Sketch),train_and_test,True,45892.jpg
9445,Pablo Picasso,1901,portrait,1315.0,2308.0,567944.0,wikiart,Post-Impressionism,Nana,train_and_test,True,15077.jpg
